FID,NAME,TYPE,HEIGHT,SHAPE_Leng,SHAPE_Area,ORIG_FID
104,宇航科学与技术研究院, ,0,83.535785936099998,428.041953585999980,11.000000000000000
105,宇航科学与技术研究院, ,0,83.535785936099998,428.041953585999980,11.000000000000000
106,宇航科学与技术研究院, ,0,83.535785936099998,428.041953585999980,11.000000000000000
107,宇航科学与技术研究院, ,0,83.535785936099998,428.041953585999980,11.000000000000000
108,宇航科学与技术研究院, ,0,83.535785936099998,428.041953585999980,11.000000000000000
109,国软C7舍, ,0,80.276220472199995,369.645647275999980,12.000000000000000
110,国软C7舍, ,0,80.276220472199995,369.645647275999980,12.000000000000000
111,国软C7舍, ,0,80.276220472199995,369.645647275999980,12.000000000000000
112,国软C7舍, ,0,80.276220472199995,369.645647275999980,12.000000000000000
113,国软C7舍, ,0,80.276220472199995,369.645647275999980,12.000000000000000
114,富强印务, ,0,75.443612263500000,350.441230643999970,13.000000000000000
115,富强印务, ,0,75.443612263500000,350.441230643999970,13.000000000000000
116,富强印务, ,0,75.443612263500000,350.441230643999970,13.000000000000000
117,富强印务, ,0,75.443612263500000,350.441230643999970,13.000000000000000
118,富强印务, ,0,75.443612263500000,350.441230643999970,13.000000000000000
119, , ,0,106.975327175000000,531.837977033000020,14.000000000000000
120, , ,0,106.975327175000000,531.837977033000020,14.000000000000000
121, , ,0,106.975327175000000,531.837977033000020,14.000000000000000
122, , ,0,106.975327175000000,531.837977033000020,14.000000000000000
123, , ,0,106.975327175000000,531.837977033000020,14.000000000000000
124, , ,0,106.975327175000000,531.837977033000020,14.000000000000000
125, , ,0,106.975327175000000,531.837977033000020,14.000000000000000
126, , ,0,106.975327175000000,531.837977033000020,14.000000000000000
127,游泳池商店, ,0,79.989146519200006,319.899511057999970,15.000000000000000
128,游泳池商店, ,0,79.989146519200006,319.899511057999970,15.000000000000000
129,游泳池商店, ,0,79.989146519200006,319.899511057999970,15.000000000000000
130,游泳池商店, ,0,79.989146519200006,319.899511057999970,15.000000000000000
131,游泳池商店, ,0,79.989146519200006,319.899511057999970,15.000000000000000
132, , ,0,145.242719550000000,805.725181059999950,16.000000000000000
133, , ,0,145.242719550000000,805.725181059999950,16.000000000000000
134, , ,0,145.242719550000000,805.725181059999950,16.000000000000000
135, , ,0,145.242719550000000,805.725181059999950,16.000000000000000
136, , ,0,145.242719550000000,805.725181059999950,16.000000000000000
137,学生宿舍15、16舍, ,0,241.023498206000000,1334.268095319999900,17.000000000000000
138,学生宿舍15、16舍, ,0,241.023498206000000,1334.268095319999900,17.000000000000000
139,学生宿舍15、16舍, ,0,241.023498206000000,1334.268095319999900,17.000000000000000
140,学生宿舍15、16舍, ,0,241.023498206000000,1334.268095319999900,17.000000000000000
141,学生宿舍15、16舍, ,0,241.023498206000000,1334.268095319999900,17.000000000000000
142,学生宿舍15、16舍, ,0,241.023498206000000,1334.268095319999900,17.000000000000000
143,学生宿舍15、16舍, ,0,241.023498206000000,1334.268095319999900,17.000000000000000
144,学生宿舍15、16舍, ,0,241.023498206000000,1334.268095319999900,17.000000000000000
145,学生宿舍15、16舍, ,0,241.023498206000000,1334.268095319999900,17.000000000000000
146,学生宿舍11舍, ,0,120.381226263000000,574.702487861000010,18.000000000000000
147,学生宿舍11舍, ,0,120.381226263000000,574.702487861000010,18.000000000000000
148,学生宿舍11舍, ,0,120.381226263000000,574.702487861000010,18.000000000000000
149,学生宿舍11舍, ,0,120.381226263000000,574.702487861000010,18.000000000000000
150,学生宿舍11舍, ,0,120.381226263000000,574.702487861000010,18.000000000000000
151,学生宿舍12舍, ,0,115.624391479000000,610.022465545000050,19.000000000000000
152,学生宿舍12舍, ,0,115.624391479000000,610.022465545000050,19.000000000000000
153,学生宿舍12舍, ,0,115.624391479000000,610.022465545000050,19.000000000000000
154,学生宿舍12舍, ,0,115.624391479000000,610.022465545000050,19.000000000000000
155,学生宿舍12舍, ,0,115.624391479000000,610.022465545000050,19.000000000000000
156,学生宿舍13舍, ,0,116.042840141000000,622.945786946000000,20.000000000000000
157,学生宿舍13舍, ,0,116.042840141000000,622.945786946000000,20.000000000000000
158,学生宿舍13舍, ,0,116.042840141000000,622.945786946000000,20.000000000000000
159,学生宿舍13舍, ,0,116.042840141000000,622.945786946000000,20.000000000000000
160,学生宿舍13舍, ,0,116.042840141000000,622.945786946000000,20.000000000000000
161,学生宿舍14舍, ,0,111.371488951000000,539.305873907999970,21.000000000000000
162,学生宿舍14舍, ,0,111.371488951000000,539.305873907999970,21.000000000000000
163,学生宿舍14舍, ,0,111.371488951000000,539.305873907999970,21.000000000000000
164,学生宿舍14舍, ,0,111.371488951000000,539.305873907999970,21.000000000000000
165,学生宿舍14舍, ,0,111.371488951000000,539.305873907999970,21.000000000000000
166,学生宿舍6舍, ,6,144.768754201000010,806.128305191999970,22.000000000000000
167,学生宿舍6舍, ,6,144.768754201000010,806.128305191999970,22.000000000000000
168,学生宿舍6舍, ,6,144.768754201000010,806.128305191999970,22.000000000000000
169,学生宿舍6舍, ,6,144.768754201000010,806.128305191999970,22.000000000000000
170,学生宿舍6舍, ,6,144.768754201000010,806.128305191999970,22.000000000000000
171,学生一食堂, ,2,202.684976272999990,2539.726081820000200,23.000000000000000
172,学生一食堂, ,2,202.684976272999990,2539.726081820000200,23.000000000000000
173,学生一食堂, ,2,202.684976272999990,2539.726081820000200,23.000000000000000
174,学生一食堂, ,2,202.684976272999990,2539.726081820000200,23.000000000000000
175,学生一食堂, ,2,202.684976272999990,2539.726081820000200,23.000000000000000
176,学生宿舍2舍, ,6,145.520800001999990,787.545520848000020,24.000000000000000
177,学生宿舍2舍, ,6,145.520800001999990,787.545520848000020,24.000000000000000
178,学生宿舍2舍, ,6,145.520800001999990,787.545520848000020,24.000000000000000
179,学生宿舍2舍, ,6,145.520800001999990,787.545520848000020,24.000000000000000
180,学生宿舍2舍, ,6,145.520800001999990,787.545520848000020,24.000000000000000
181,学生宿舍3舍, ,7,154.504198591000010,937.288509076999960,25.000000000000000
182,学生宿舍3舍, ,7,154.504198591000010,937.288509076999960,25.000000000000000
183,学生宿舍3舍, ,7,154.504198591000010,937.288509076999960,25.000000000000000
184,学生宿舍3舍, ,7,154.504198591000010,937.288509076999960,25.000000000000000
185,学生宿舍3舍, ,7,154.504198591000010,937.288509076999960,25.000000000000000
186,学生宿舍4舍, ,7,166.886756999999990,1169.697539830000100,26.000000000000000
187,学生宿舍4舍, ,7,166.886756999999990,1169.697539830000100,26.000000000000000
188,学生宿舍4舍, ,7,166.886756999999990,1169.697539830000100,26.000000000000000
189,学生宿舍4舍, ,7,166.886756999999990,1169.697539830000100,26.000000000000000
190,学生宿舍4舍, ,7,166.886756999999990,1169.697539830000100,26.000000000000000
191, , ,7,165.170748733000010,1128.870078210000000,27.000000000000000
192, , ,7,165.170748733000010,1128.870078210000000,27.000000000000000
193, , ,7,165.170748733000010,1128.870078210000000,27.000000000000000
194, , ,7,165.170748733000010,1128.870078210000000,27.000000000000000
195, , ,7,165.170748733000010,1128.870078210000000,27.000000000000000
196, , ,6,148.272799999999990,873.016948788000040,28.000000000000000
197, , ,6,148.272799999999990,873.016948788000040,28.000000000000000
198, , ,6,148.272799999999990,873.016948788000040,28.000000000000000
199, , ,6,148.272799999999990,873.016948788000040,28.000000000000000
200, , ,6,148.272799999999990,873.016948788000040,28.000000000000000
201, , ,0,83.608600001799999,282.259457945000010,29.000000000000000
202, , ,0,83.608600001799999,282.259457945000010,29.000000000000000
203, , ,0,83.608600001799999,282.259457945000010,29.000000000000000
204, , ,0,83.608600001799999,282.259457945000010,29.000000000000000
205, , ,0,83.608600001799999,282.259457945000010,29.000000000000000
206, , ,0,128.135838210000000,414.171887066000010,30.000000000000000
207, , ,0,128.135838210000000,414.171887066000010,30.000000000000000
208, , ,0,128.135838210000000,414.171887066000010,30.000000000000000
209, , ,0,128.135838210000000,414.171887066000010,30.000000000000000
210, , ,0,128.135838210000000,414.171887066000010,30.000000000000000
211, , ,0,128.135838210000000,414.171887066000010,30.000000000000000
212, , ,0,128.135838210000000,414.171887066000010,30.000000000000000
213, , ,2,162.073823092000000,776.455373713999960,31.000000000000000
214, , ,2,162.073823092000000,776.455373713999960,31.000000000000000
215, , ,2,162.073823092000000,776.455373713999960,31.000000000000000
216, , ,2,162.073823092000000,776.455373713999960,31.000000000000000
217, , ,2,162.073823092000000,776.455373713999960,31.000000000000000
218, , ,2,162.073823092000000,776.455373713999960,31.000000000000000
219, , ,2,162.073823092000000,776.455373713999960,31.000000000000000
220, , ,2,162.073823092000000,776.455373713999960,31.000000000000000
221, , ,2,162.073823092000000,776.455373713999960,31.000000000000000
222, , ,2,162.073823092000000,776.455373713999960,31.000000000000000
223, , ,2,162.073823092000000,776.455373713999960,31.000000000000000
224, , ,1,97.106554866899998,282.784457374999990,32.000000000000000
225, , ,1,97.106554866899998,282.784457374999990,32.000000000000000
226, , ,1,97.106554866899998,282.784457374999990,32.000000000000000
227, , ,1,97.106554866899998,282.784457374999990,32.000000000000000
228, , ,1,97.106554866899998,282.784457374999990,32.000000000000000
229, , ,1,97.106554866899998,282.784457374999990,32.000000000000000
230, , ,1,97.106554866899998,282.784457374999990,32.000000000000000
231, , ,1,46.831600002899997,121.844635670000000,33.000000000000000
232, , ,1,46.831600002899997,121.844635670000000,33.000000000000000
233, , ,1,46.831600002899997,121.844635670000000,33.000000000000000
234, , ,1,46.831600002899997,121.844635670000000,33.000000000000000
235, , ,1,46.831600002899997,121.844635670000000,33.000000000000000
236, , ,1,54.599067084600001,175.630746246000000,34.000000000000000
237, , ,1,54.599067084600001,175.630746246000000,34.000000000000000
238, , ,1,54.599067084600001,175.630746246000000,34.000000000000000
239, , ,1,54.599067084600001,175.630746246000000,34.000000000000000
240, , ,1,54.599067084600001,175.630746246000000,34.000000000000000
241, , ,1,97.782527789900001,514.753609869999990,35.000000000000000
242, , ,1,97.782527789900001,514.753609869999990,35.000000000000000
243, , ,1,97.782527789900001,514.753609869999990,35.000000000000000
244, , ,1,97.782527789900001,514.753609869999990,35.000000000000000
245, , ,1,97.782527789900001,514.753609869999990,35.000000000000000
246, , ,0,254.478686450999990,3176.563317109999800,36.000000000000000
247, , ,0,254.478686450999990,3176.563317109999800,36.000000000000000
248, , ,0,254.478686450999990,3176.563317109999800,36.000000000000000
249, , ,0,254.478686450999990,3176.563317109999800,36.000000000000000
250, , ,0,254.478686450999990,3176.563317109999800,36.000000000000000
251, , ,0,254.478686450999990,3176.563317109999800,36.000000000000000
252, , ,0,254.478686450999990,3176.563317109999800,36.000000000000000
253, , ,0,254.478686450999990,3176.563317109999800,36.000000000000000
254, , ,0,254.478686450999990,3176.563317109999800,36.000000000000000
255, , ,0,254.478686450999990,3176.563317109999800,36.000000000000000
256, , ,0,254.478686450999990,3176.563317109999800,36.000000000000000
257, , ,0,254.478686450999990,3176.563317109999800,36.000000000000000
258, , ,0,139.281547182999990,707.863625329999990,37.000000000000000
259, , ,0,139.281547182999990,707.863625329999990,37.000000000000000
260, , ,0,139.281547182999990,707.863625329999990,37.000000000000000
261, , ,0,139.281547182999990,707.863625329999990,37.000000000000000
262, , ,0,139.281547182999990,707.863625329999990,37.000000000000000
263, , ,0,139.281547182999990,707.863625329999990,37.000000000000000
264, , ,0,139.281547182999990,707.863625329999990,37.000000000000000
265, , ,0,94.640371687599995,424.975287944999990,38.000000000000000
266, , ,0,94.640371687599995,424.975287944999990,38.000000000000000
267, , ,0,94.640371687599995,424.975287944999990,38.000000000000000
268, , ,0,94.640371687599995,424.975287944999990,38.000000000000000
269, , ,0,94.640371687599995,424.975287944999990,38.000000000000000
270, , ,0,95.914830214700004,421.698221948000030,39.000000000000000
271, , ,0,95.914830214700004,421.698221948000030,39.000000000000000
272, , ,0,95.914830214700004,421.698221948000030,39.000000000000000
273, , ,0,95.914830214700004,421.698221948000030,39.000000000000000
274, , ,0,95.914830214700004,421.698221948000030,39.000000000000000
275, , ,0,91.428128364900004,269.960485864000020,40.000000000000000
276, , ,0,91.428128364900004,269.960485864000020,40.000000000000000
277, , ,0,91.428128364900004,269.960485864000020,40.000000000000000
278, , ,0,91.428128364900004,269.960485864000020,40.000000000000000
279, , ,0,91.428128364900004,269.960485864000020,40.000000000000000
280, , ,0,58.738815178099998,181.954820203000000,41.000000000000000
281, , ,0,58.738815178099998,181.954820203000000,41.000000000000000
282, , ,0,58.738815178099998,181.954820203000000,41.000000000000000
283, , ,0,58.738815178099998,181.954820203000000,41.000000000000000
284, , ,0,58.738815178099998,181.954820203000000,41.000000000000000
285, , ,0,41.909800000499999,109.550144442000000,42.000000000000000
286, , ,0,41.909800000499999,109.550144442000000,42.000000000000000
287, , ,0,41.909800000499999,109.550144442000000,42.000000000000000
288, , ,0,41.909800000499999,109.550144442000000,42.000000000000000
289, , ,0,41.909800000499999,109.550144442000000,42.000000000000000
290, , ,0,144.760118121000000,664.040755088999960,43.000000000000000
291, , ,0,144.760118121000000,664.040755088999960,43.000000000000000
292, , ,0,144.760118121000000,664.040755088999960,43.000000000000000
293, , ,0,144.760118121000000,664.040755088999960,43.000000000000000
294, , ,0,144.760118121000000,664.040755088999960,43.000000000000000
295, , ,0,91.276656752799994,426.204825804000000,44.000000000000000
296, , ,0,91.276656752799994,426.204825804000000,44.000000000000000
297, , ,0,91.276656752799994,426.204825804000000,44.000000000000000
298, , ,0,91.276656752799994,426.204825804000000,44.000000000000000
299, , ,0,91.276656752799994,426.204825804000000,44.000000000000000
300, , ,0,74.881544016299998,320.306993068999990,45.000000000000000
301, , ,0,74.881544016299998,320.306993068999990,45.000000000000000
302, , ,0,74.881544016299998,320.306993068999990,45.000000000000000
303, , ,0,74.881544016299998,320.306993068999990,45.000000000000000
304, , ,0,74.881544016299998,320.306993068999990,45.000000000000000
305, , ,4,198.323753025999990,1360.409940190000000,46.000000000000000
306, , ,4,198.323753025999990,1360.409940190000000,46.000000000000000
307, , ,4,198.323753025999990,1360.409940190000000,46.000000000000000
308, , ,4,198.323753025999990,1360.409940190000000,46.000000000000000
309, , ,4,198.323753025999990,1360.409940190000000,46.000000000000000
310, , ,4,198.323753025999990,1360.409940190000000,46.000000000000000
311, , ,4,198.323753025999990,1360.409940190000000,46.000000000000000
312, , ,4,198.323753025999990,1360.409940190000000,46.000000000000000
313, , ,4,198.323753025999990,1360.409940190000000,46.000000000000000
314, , ,3,128.900353886999990,599.043139849999990,47.000000000000000
315, , ,3,128.900353886999990,599.043139849999990,47.000000000000000
316, , ,3,128.900353886999990,599.043139849999990,47.000000000000000
317, , ,3,128.900353886999990,599.043139849999990,47.000000000000000
318, , ,3,128.900353886999990,599.043139849999990,47.000000000000000
319, , ,3,53.975200001200001,159.401232196000000,48.000000000000000
320, , ,3,53.975200001200001,159.401232196000000,48.000000000000000
321, , ,3,53.975200001200001,159.401232196000000,48.000000000000000
322, , ,3,53.975200001200001,159.401232196000000,48.000000000000000
323, , ,3,53.975200001200001,159.401232196000000,48.000000000000000
324, , ,2,50.382875460400001,149.270810318000000,49.000000000000000
325, , ,2,50.382875460400001,149.270810318000000,49.000000000000000
326, , ,2,50.382875460400001,149.270810318000000,49.000000000000000
327, , ,2,50.382875460400001,149.270810318000000,49.000000000000000
328, , ,2,50.382875460400001,149.270810318000000,49.000000000000000
329, , ,2,61.116665724100002,230.251110387000010,50.000000000000000
330, , ,2,61.116665724100002,230.251110387000010,50.000000000000000
331, , ,2,61.116665724100002,230.251110387000010,50.000000000000000
332, , ,2,61.116665724100002,230.251110387000010,50.000000000000000
333, , ,2,61.116665724100002,230.251110387000010,50.000000000000000
334, , ,2,53.871664805199998,179.983261432000010,51.000000000000000
335, , ,2,53.871664805199998,179.983261432000010,51.000000000000000
336, , ,2,53.871664805199998,179.983261432000010,51.000000000000000
337, , ,2,53.871664805199998,179.983261432000010,51.000000000000000
338, , ,2,53.871664805199998,179.983261432000010,51.000000000000000
339, , ,2,57.351578030900001,204.771277650000000,52.000000000000000
340, , ,2,57.351578030900001,204.771277650000000,52.000000000000000
341, , ,2,57.351578030900001,204.771277650000000,52.000000000000000
342, , ,2,57.351578030900001,204.771277650000000,52.000000000000000
343, , ,2,57.351578030900001,204.771277650000000,52.000000000000000
344, , ,2,169.775088813000000,1712.679106269999900,53.000000000000000
345, , ,2,169.775088813000000,1712.679106269999900,53.000000000000000
346, , ,2,169.775088813000000,1712.679106269999900,53.000000000000000
347, , ,2,169.775088813000000,1712.679106269999900,53.000000000000000
348, , ,2,169.775088813000000,1712.679106269999900,53.000000000000000
349, , ,0,116.074088678000000,675.538503955000010,54.000000000000000
350, , ,0,116.074088678000000,675.538503955000010,54.000000000000000
351, , ,0,116.074088678000000,675.538503955000010,54.000000000000000
352, , ,0,116.074088678000000,675.538503955000010,54.000000000000000
353, , ,0,116.074088678000000,675.538503955000010,54.000000000000000
354, , ,0,96.956165167199998,364.875570388000030,55.000000000000000
355, , ,0,96.956165167199998,364.875570388000030,55.000000000000000
356, , ,0,96.956165167199998,364.875570388000030,55.000000000000000
357, , ,0,96.956165167199998,364.875570388000030,55.000000000000000
358, , ,0,96.956165167199998,364.875570388000030,55.000000000000000
359, , ,0,78.223788217399999,366.210381875999990,56.000000000000000
360, , ,0,78.223788217399999,366.210381875999990,56.000000000000000
361, , ,0,78.223788217399999,366.210381875999990,56.000000000000000
362, , ,0,78.223788217399999,366.210381875999990,56.000000000000000
363, , ,0,78.223788217399999,366.210381875999990,56.000000000000000
364, , ,0,50.486001864899997,125.705338079000000,57.000000000000000
365, , ,0,50.486001864899997,125.705338079000000,57.000000000000000
366, , ,0,50.486001864899997,125.705338079000000,57.000000000000000
367, , ,0,50.486001864899997,125.705338079000000,57.000000000000000
368, , ,0,50.486001864899997,125.705338079000000,57.000000000000000
369, , ,0,50.056878556599997,123.156275553000000,58.000000000000000
370, , ,0,50.056878556599997,123.156275553000000,58.000000000000000
371, , ,0,50.056878556599997,123.156275553000000,58.000000000000000
372, , ,0,50.056878556599997,123.156275553000000,58.000000000000000
373, , ,0,50.056878556599997,123.156275553000000,58.000000000000000
374, , ,0,50.058408247400003,121.785617906000000,59.000000000000000
375, , ,0,50.058408247400003,121.785617906000000,59.000000000000000
376, , ,0,50.058408247400003,121.785617906000000,59.000000000000000
377, , ,0,50.058408247400003,121.785617906000000,59.000000000000000
378, , ,0,50.058408247400003,121.785617906000000,59.000000000000000
379, , ,0,91.033790903200000,311.782785894000030,60.000000000000000
380, , ,0,91.033790903200000,311.782785894000030,60.000000000000000
381, , ,0,91.033790903200000,311.782785894000030,60.000000000000000
382, , ,0,91.033790903200000,311.782785894000030,60.000000000000000
383, , ,0,91.033790903200000,311.782785894000030,60.000000000000000
384, , ,0,90.412467735800007,314.742541968000010,61.000000000000000
385, , ,0,90.412467735800007,314.742541968000010,61.000000000000000
386, , ,0,90.412467735800007,314.742541968000010,61.000000000000000
387, , ,0,90.412467735800007,314.742541968000010,61.000000000000000
388, , ,0,90.412467735800007,314.742541968000010,61.000000000000000
389, , ,0,138.464850020000000,519.678367414000040,62.000000000000000
390, , ,0,138.464850020000000,519.678367414000040,62.000000000000000
391, , ,0,138.464850020000000,519.678367414000040,62.000000000000000
392, , ,0,138.464850020000000,519.678367414000040,62.000000000000000
393, , ,0,138.464850020000000,519.678367414000040,62.000000000000000
